epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.25707070707070706,0.2292929292929293,0.35084175084175084,0.2831649831649832,0.2580808080808081,0.26464646464646463,0.05079802700035525
9,0.2580808080808081,0.2225589225589225,0.348989898989899,0.2858585858585858,0.2585858585858586,0.2671717171717171,0.0493423637816579
8,0.2584175084175084,0.2274410774410774,0.3488215488215488,0.2846801346801347,0.2663299663299663,0.2668350168350168,0.0489078031035659
7,0.2612794612794613,0.2232323232323232,0.3505050505050505,0.2841750841750842,0.2585858585858586,0.268013468013468,0.0470548803334126
6,0.2611111111111111,0.2247474747474747,0.3414141414141414,0.2843434343434343,0.2648148148148148,0.2685185185185185,0.045615951118736
5,0.2632996632996633,0.2281144781144781,0.3508417508417508,0.2824915824915825,0.2552188552188552,0.2686868686868687,0.0451817022533971
4,0.2636363636363636,0.2269360269360269,0.3434343434343434,0.2885521885521885,0.256060606060606,0.2661616161616161,0.0440033969021076
3,0.2607744107744107,0.2353535353535353,0.3496632996632997,0.2875420875420875,0.2562289562289562,0.2656565656565656,0.0435469417268704
2,0.2579124579124579,0.2326599326599326,0.3414141414141414,0.2988215488215488,0.2663299663299663,0.271043771043771,0.0436667636447117
1,0.2183501683501683,0.2079124579124579,0.3074074074074074,0.2491582491582491,0.2402356902356902,0.2215488215488215,0.04552039984435
0,0.1803030303030303,0.1552188552188552,0.2439393939393939,0.1067340067340067,0.2195286195286195,0.2154882154882154,0.0644057629163481
