mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.22457912457912457,0.234006734006734,0.3606060606060606,0.36498316498316496,0.3720538720538721,0.3750841750841751,0.20572390572390573,0.20505050505050504,7,2026-09-11 17:40:19
adabn,0.23535353535353534,0.23939393939393938,0.36363636363636365,0.3784511784511784,0.3781144781144781,0.3872053872053872,0.20336700336700336,0.21144781144781144,7,2026-09-11 17:40:19
