mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.34444444444444444,0.3430976430976431,0.431986531986532,0.43703703703703706,0.4740740740740741,0.4740740740740741,0.2723905723905724,0.2814814814814815,6,2026-09-11 16:44:31
adabn,0.32255892255892255,0.3178451178451178,0.4148148148148148,0.41784511784511785,0.45252525252525255,0.45521885521885525,0.27306397306397306,0.2676767676767677,6,2026-09-11 16:44:31
