epoch,KNN,MLP,NB,val MSE
29,0.12575757575757576,0.13922558922558922,0.11565656565656565,0.08288886589965855
27,0.1471380471380471,0.1006734006734006,0.1084175084175084,0.0845166028842832
25,0.138047138047138,0.138047138047138,0.1161616161616161,0.0873569840198088
23,0.1515151515151515,0.1006734006734006,0.1067340067340067,0.08414245031602
21,0.156060606060606,0.1006734006734006,0.1065656565656565,0.0870894006524585
19,0.1508417508417508,0.1006734006734006,0.1063973063973064,0.0871714432037321
17,0.1478114478114478,0.1006734006734006,0.1067340067340067,0.0871143029807516
15,0.1599326599326599,0.1006734006734006,0.1067340067340067,0.0869475829532472
13,0.1506734006734006,0.1006734006734006,0.1063973063973064,0.086703421286643
11,0.1377104377104377,0.0971380471380471,0.108080808080808,0.0895955066856652
9,0.1437710437710437,0.1015151515151515,0.1074074074074074,0.0892879150503482
7,0.1476430976430976,0.1247474747474747,0.1242424242424242,0.0906479773814682
5,0.1631313131313131,0.1555555555555555,0.1102693602693602,0.1003362718393917
3,0.2094276094276094,0.207070707070707,0.132996632996633,0.0824172967518837
1,0.2420875420875421,0.201010101010101,0.201010101010101,0.0638422063795012
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293226204
