mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.27104377104377103,0.265993265993266,0.31077441077441076,0.3063973063973064,0.3269360269360269,0.3397306397306397,0.1734006734006734,0.1787878787878788,31,2026-09-11 17:14:43
adabn,0.25757575757575757,0.2636363636363636,0.30976430976430974,0.31346801346801345,0.337037037037037,0.32794612794612793,0.22087542087542086,0.22525252525252526,31,2026-09-11 17:14:43
