epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,probe secs
29,0.36767676767676766,0.3565656565656566,0.4239057239057239,0.4185185185185185,0.45791245791245794,0.45454545454545453,0.3457912457912458,0.3542087542087542,0.05235134162419008,0.3332573026418686,0.14222724549472332,18.45
27,0.3639730639730639,0.3548821548821549,0.4225589225589226,0.4087542087542087,0.4464646464646464,0.441077441077441,0.3488215488215488,0.3528619528619529,0.0533402256641146,0.341431338340044,0.1409824397414922,18.97
25,0.3666666666666666,0.3552188552188552,0.4202020202020202,0.4077441077441077,0.4545454545454545,0.4437710437710437,0.3464646464646465,0.3595959595959596,0.0535779898493264,0.3499051071703434,0.1370391454547643,20.76
23,0.3643097643097643,0.3535353535353535,0.4114478114478114,0.4094276094276094,0.4471380471380471,0.4424242424242424,0.3393939393939394,0.3505050505050505,0.0532967706887484,0.3556329570710659,0.1293061506003141,19.73
21,0.3616161616161616,0.3535353535353535,0.4131313131313131,0.4111111111111111,0.437037037037037,0.4373737373737373,0.3373737373737374,0.3410774410774411,0.055868427750537,0.3673986867070198,0.1253260485827922,22.4
19,0.3589225589225589,0.3562289562289562,0.4043771043771044,0.4131313131313131,0.4417508417508417,0.4484848484848485,0.3420875420875421,0.337037037037037,0.0564068250993322,0.3788499757647514,0.1204583970829844,21.93
17,0.3639730639730639,0.3528619528619529,0.4215488215488215,0.4164983164983165,0.4542087542087542,0.4457912457912458,0.3383838383838384,0.3424242424242424,0.0613414642482096,0.3948131799697876,0.1074792239814996,22.87
15,0.3545454545454545,0.3407407407407407,0.4121212121212121,0.4090909090909091,0.4407407407407407,0.441077441077441,0.3326599326599326,0.338047138047138,0.0572679484094332,0.4059310890734195,0.1043509505689144,23.61
13,0.3515151515151515,0.3434343434343434,0.4114478114478114,0.397979797979798,0.4562289562289562,0.4397306397306397,0.3141414141414141,0.3265993265993266,0.0622005418776724,0.4206793159246444,0.0926384031772613,20.15
11,0.3555555555555555,0.3478114478114478,0.4127946127946127,0.4074074074074074,0.4474747474747474,0.4437710437710437,0.3222222222222222,0.3326599326599326,0.0671788103097709,0.4394176453351974,0.088229558430612,23.58
9,0.3481481481481481,0.3441077441077441,0.4144781144781145,0.4131313131313131,0.4437710437710437,0.4393939393939394,0.3208754208754208,0.3131313131313131,0.0684835091431759,0.4578578434884548,0.076896246522665,26.85
7,0.3558922558922558,0.3404040404040404,0.4107744107744108,0.4023569023569023,0.4525252525252525,0.4292929292929293,0.3117845117845118,0.3232323232323232,0.0671652091690215,0.4766167849302292,0.0658528413623571,29.85
5,0.3363636363636363,0.3356902356902357,0.4077441077441077,0.4057239057239057,0.4444444444444444,0.435016835016835,0.2993265993265993,0.3063973063973064,0.065888348040477,0.5092112012207508,0.0562655800022184,24.03
3,0.3101010101010101,0.3117845117845118,0.3996632996632996,0.4057239057239057,0.4508417508417508,0.4437710437710437,0.3212121212121212,0.301010101010101,0.0622153657407468,0.5563185438513756,0.0559129398316144,25.38
1,0.2912457912457912,0.2882154882154882,0.3959595959595959,0.3909090909090909,0.4326599326599326,0.4441077441077441,0.2895622895622896,0.2865319865319865,0.0633870478567285,0.6712220385670662,0.0682809362187981,27.31
0,0.2760942760942761,0.2616161616161616,0.3942760942760943,0.3872053872053872,0.428956228956229,0.4343434343434343,0.2878787878787879,0.2942760942760943,0.0640357213283411,,,29.9
