mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.267003367003367,0.24545454545454545,0.45387205387205387,0.43636363636363634,0.44006734006734005,0.4494949494949495,0.24983164983164982,0.2383838383838384,7,2026-09-11 18:00:31
adabn,0.269023569023569,0.24781144781144782,0.4521885521885522,0.43636363636363634,0.45555555555555555,0.434006734006734,0.2494949494949495,0.2356902356902357,7,2026-09-11 18:00:31
