mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.2053872053872054,0.19562289562289562,0.25757575757575757,0.2636363636363636,0.264983164983165,0.269023569023569,0.14612794612794613,0.14983164983164984,31,2026-09-11 17:21:14
adabn,0.20572390572390573,0.2127946127946128,0.27474747474747474,0.2919191919191919,0.2845117845117845,0.2878787878787879,0.16363636363636364,0.17003367003367004,31,2026-09-11 17:21:14
