mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.26262626262626265,0.26296296296296295,0.30437710437710436,0.3151515151515151,0.3114478114478115,0.336026936026936,0.21515151515151515,0.2164983164983165,31,2026-09-11 17:18:12
adabn,0.2222222222222222,0.21885521885521886,0.32087542087542087,0.30067340067340065,0.2946127946127946,0.30606060606060603,0.24545454545454545,0.2474747474747475,31,2026-09-11 17:18:12
