epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.19797979797979798,0.19242424242424241,0.302020202020202,0.25387205387205386,0.2356902356902357,0.13232323232323231,0.06387320968783981
9,0.2075757575757575,0.1936026936026936,0.2957912457912457,0.2609427609427609,0.2355218855218855,0.1521885521885521,0.0641650700177434
8,0.2097643097643097,0.1930976430976431,0.2929292929292929,0.2563973063973064,0.2377104377104377,0.1934343434343434,0.064334056510542
7,0.2153198653198653,0.191077441077441,0.292087542087542,0.2328282828282828,0.2294612794612794,0.2038720538720538,0.064445986285091
6,0.2094276094276094,0.1867003367003367,0.2988215488215488,0.2289562289562289,0.232996632996633,0.1936026936026936,0.0645419239442047
5,0.2198653198653198,0.1922558922558922,0.3074074074074074,0.2245791245791245,0.2397306397306397,0.2186868686868686,0.0646436964666229
4,0.2303030303030303,0.1944444444444444,0.3173400673400673,0.1925925925925926,0.2415824915824916,0.2254208754208754,0.0647310322451655
3,0.2299663299663299,0.1774410774410774,0.3124579124579124,0.1873737373737374,0.2341750841750841,0.2255892255892256,0.0648389380048053
2,0.2265993265993266,0.1750841750841751,0.3062289562289562,0.1183501683501683,0.2466329966329966,0.2348484848484848,0.0649704152112744
1,0.2186868686868686,0.1708754208754208,0.3031986531986532,0.1067340067340067,0.2420875420875421,0.2516835016835017,0.0651098657829511
0,0.239057239057239,0.1973063973063973,0.3111111111111111,0.1067340067340067,0.2434343434343434,0.2587542087542087,0.0652830960827864
