epoch,KNN,MLP,NB,val MSE
29,0.318013468013468,0.36144781144781146,0.147979797979798,0.10464410940400237
27,0.3185185185185185,0.3708754208754208,0.1454545454545454,0.103766130577925
25,0.3188552188552188,0.371043771043771,0.1582491582491582,0.1016701141349164
23,0.3168350168350168,0.3702020202020202,0.1557239057239057,0.0990939334458398
21,0.3181818181818182,0.3574074074074074,0.1616161616161616,0.1003177599256881
19,0.3178451178451178,0.3685185185185185,0.1538720538720538,0.0979805446724485
17,0.3153198653198653,0.3686868686868687,0.1515151515151515,0.0910320393807299
15,0.3168350168350168,0.3772727272727272,0.1515151515151515,0.0909245873191005
13,0.3153198653198653,0.3326599326599326,0.1538720538720538,0.1021632775796666
11,0.3121212121212121,0.3498316498316498,0.1557239057239057,0.0947346397895584
9,0.3085858585858586,0.3232323232323232,0.1372053872053872,0.0970358947030604
7,0.3055555555555556,0.3444444444444444,0.1466329966329966,0.0928567763067265
5,0.3107744107744107,0.3574074074074074,0.1324915824915825,0.0845851571982326
3,0.306060606060606,0.3523569023569023,0.1673400673400673,0.0788658154370729
1,0.2759259259259259,0.295959595959596,0.1804713804713804,0.0616342116339168
0,0.2506734006734006,0.1006734006734006,0.3058922558922559,0.0644372941638288
