mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.30673400673400675,0.30774410774410776,0.4090909090909091,0.4175084175084175,0.4558922558922559,0.45185185185185184,0.30572390572390573,0.3063973063973064,6,2026-09-11 16:47:09
adabn,0.2909090909090909,0.2909090909090909,0.4094276094276094,0.4053872053872054,0.45925925925925926,0.4511784511784512,0.33905723905723906,0.3501683501683502,6,2026-09-11 16:47:09
