epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.24107744107744108,0.22525252525252526,0.330976430976431,0.2964646464646465,0.25235690235690234,0.24898989898989898,0.0421635753493326
9,0.2424242424242424,0.2247474747474747,0.3368686868686869,0.2973063973063973,0.2518518518518518,0.2484848484848484,0.0419584621160851
8,0.2385521885521885,0.2249158249158249,0.3318181818181818,0.2952861952861952,0.2488215488215488,0.2462962962962963,0.041687806892882
7,0.2437710437710437,0.2255892255892256,0.3333333333333333,0.2968013468013468,0.2525252525252525,0.2481481481481481,0.0413772460787853
6,0.2483164983164983,0.224074074074074,0.3417508417508417,0.2966329966329966,0.2636363636363636,0.251010101010101,0.0413856288388398
5,0.2508417508417508,0.2234006734006734,0.3348484848484848,0.2961279461279461,0.2523569023569023,0.2496632996632996,0.0406015785229036
4,0.2501683501683501,0.2279461279461279,0.3405723905723906,0.2951178451178451,0.2582491582491582,0.2496632996632996,0.040263261080291
3,0.2481481481481481,0.222053872053872,0.3303030303030303,0.3095959595959596,0.2558922558922559,0.2545454545454545,0.0400164548347358
2,0.2003367003367003,0.1942760942760942,0.2900673400673401,0.2572390572390572,0.2198653198653198,0.2077441077441077,0.0408116898517625
1,0.1927609427609427,0.1853535353535353,0.2828282828282828,0.2547138047138047,0.2331649831649831,0.2112794612794613,0.0421934625858417
0,0.2479797979797979,0.1797979797979798,0.3111111111111111,0.1006734006734006,0.2404040404040404,0.2653198653198653,0.0633160261169314
