epoch,KNN,MLP,NB,val MSE
29,0.22003367003367003,0.402020202020202,0.3351851851851852,0.0063392213300915955
27,0.2181818181818181,0.4025252525252525,0.3356902356902357,0.0065473960977226
25,0.2207070707070707,0.4025252525252525,0.3367003367003367,0.0065926451196308
23,0.2217171717171717,0.4006734006734007,0.3432659932659933,0.0074884759073623
21,0.2218855218855218,0.4026936026936027,0.3468013468013468,0.0067634762605556
19,0.2196969696969697,0.406060606060606,0.3515151515151515,0.0068807149666558
17,0.2191919191919192,0.4053872053872054,0.3533670033670034,0.0073341109076941
15,0.2208754208754208,0.404040404040404,0.351010101010101,0.0073161699923274
13,0.2186868686868686,0.4119528619528619,0.3552188552188552,0.007872657119222
11,0.2265993265993266,0.4106060606060606,0.3579124579124579,0.0083002180512829
9,0.2313131313131313,0.4213804713804713,0.3548821548821549,0.0086793742402329
7,0.2267676767676767,0.4062289562289562,0.339057239057239,0.0100328872562592
5,0.2407407407407407,0.4097643097643098,0.3301346801346801,0.0125259118631058
3,0.2515151515151515,0.413973063973064,0.3203703703703703,0.0135621783500586
1,0.2818181818181818,0.4111111111111111,0.3151515151515151,0.0178251027230497
0,0.2791245791245791,0.1158249158249158,0.2759259259259259,0.0640978361901762
