mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.3441077441077441,0.3484848484848485,0.4222222222222222,0.43063973063973066,0.47104377104377104,0.47575757575757577,0.2781144781144781,0.27306397306397306,6,2026-09-13 20:05:58
adabn,0.3228956228956229,0.3074074074074074,0.4053872053872054,0.4063973063973064,0.4441077441077441,0.4585858585858586,0.26195286195286194,0.25993265993265996,6,2026-09-13 20:05:58
