epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.31296296296296294,0.2367003367003367,0.3907407407407407,0.3324915824915825,0.284006734006734,0.3151515151515151,0.012544712073254013
9,0.2944444444444444,0.2107744107744107,0.3715488215488216,0.3065656565656565,0.2757575757575757,0.2836700336700337,0.0144052778752801
8,0.2917508417508417,0.2151515151515151,0.3675084175084175,0.3037037037037037,0.2772727272727273,0.2836700336700337,0.0144602135783243
7,0.292087542087542,0.218013468013468,0.3681818181818181,0.3035353535353535,0.2740740740740741,0.2823232323232323,0.0146768716598991
6,0.2927609427609428,0.215993265993266,0.3574074074074074,0.3058922558922559,0.2656565656565656,0.2823232323232323,0.0148356245155735
5,0.2910774410774411,0.2075757575757575,0.3632996632996633,0.3114478114478115,0.2702020202020202,0.2808080808080808,0.0151586643540917
4,0.2909090909090909,0.205050505050505,0.3723905723905724,0.3132996632996633,0.2695286195286195,0.2779461279461279,0.0158591204493258
3,0.2885521885521885,0.2153198653198653,0.3727272727272727,0.3148148148148148,0.2740740740740741,0.2782828282828283,0.0169258072614987
2,0.2929292929292929,0.2222222222222222,0.3685185185185185,0.3191919191919192,0.2755892255892256,0.27996632996633,0.0188281266829313
1,0.2725589225589225,0.2217171717171717,0.3627946127946128,0.3173400673400673,0.2771043771043771,0.2713804713804714,0.0216964085058674
0,0.218013468013468,0.1557239057239057,0.2776094276094276,0.1067340067340067,0.2279461279461279,0.2459595959595959,0.0634644355221285
