epoch,KNN,MLP,NB,val MSE
29,0.4936026936026936,0.5784511784511784,0.4601010101010101,0.025193442962732873
27,0.4946127946127946,0.5819865319865319,0.4569023569023569,0.0256714297931634
25,0.4909090909090909,0.5843434343434344,0.4584175084175084,0.026816719104114
23,0.4939393939393939,0.578956228956229,0.4518518518518518,0.0276574560575068
21,0.4964646464646464,0.5707070707070707,0.4558922558922559,0.0286636682521704
19,0.4984848484848485,0.5723905723905723,0.453030303030303,0.0291028629631121
17,0.4964646464646464,0.5634680134680135,0.4513468013468013,0.0310179077280721
15,0.4984848484848485,0.5644781144781145,0.4422558922558922,0.0351436504197586
13,0.4917508417508417,0.562962962962963,0.4436026936026936,0.0410421314727032
11,0.4826599326599327,0.5552188552188552,0.4323232323232323,0.0514513577531434
9,0.4781144781144781,0.5424242424242425,0.4212121212121212,0.060637715416522
7,0.452020202020202,0.5338383838383839,0.398989898989899,0.0665943034615228
5,0.418013468013468,0.4973063973063973,0.3702020202020202,0.0707012724733479
3,0.3102693602693602,0.3535353535353535,0.1845117845117845,0.0770717225505657
1,0.1516835016835016,0.1604377104377104,0.108080808080808,0.077564261383898
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293226204
