epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,KL,probe secs
29,0.31582491582491584,0.3205387205387205,0.4090909090909091,0.40235690235690236,0.4148148148148148,0.4148148148148148,0.3191919191919192,0.31447811447811447,0.030308164844742677,0.5037909932434559,0.22249198332428932,0.043338789604604244,26.24
27,0.3107744107744107,0.3158249158249158,0.3996632996632996,0.3996632996632996,0.4124579124579124,0.4175084175084175,0.3104377104377104,0.3124579124579124,0.0305148105816932,0.511129230260849,0.2221015393733978,0.0423710481263697,28.94
25,0.3053872053872054,0.3101010101010101,0.406060606060606,0.4016835016835017,0.4067340067340067,0.4252525252525252,0.3121212121212121,0.3198653198653198,0.0303575675305951,0.5158678963780403,0.2249323073774576,0.0416926993057131,28.8
23,0.3037037037037037,0.3168350168350168,0.4074074074074074,0.4080808080808081,0.4084175084175084,0.4161616161616162,0.3185185185185185,0.3090909090909091,0.0326859090364741,0.532017894089222,0.2212719209492206,0.0401679771021008,27.34
21,0.3148148148148148,0.3077441077441077,0.406060606060606,0.4013468013468013,0.4161616161616162,0.4084175084175084,0.3181818181818182,0.3090909090909091,0.0314364905434381,0.5389275848865509,0.2260477691888809,0.0399773330427706,26.82
19,0.3121212121212121,0.3107744107744107,0.4074074074074074,0.398989898989899,0.4181818181818181,0.4074074074074074,0.3107744107744107,0.3090909090909091,0.0320173134104237,0.557902567088604,0.2226290497928857,0.038341271225363,32.94
17,0.302020202020202,0.2993265993265993,0.4090909090909091,0.4067340067340067,0.4111111111111111,0.4090909090909091,0.3023569023569024,0.3087542087542088,0.0319451085204129,0.56967593729496,0.2184824310243129,0.0368092730641365,33.09
15,0.3141414141414141,0.3016835016835016,0.4148148148148148,0.402020202020202,0.4154882154882154,0.4124579124579124,0.3101010101010101,0.3067340067340067,0.0351823729993924,0.5817294046282768,0.2260645348578691,0.0358469663187861,33.78
13,0.3026936026936027,0.2993265993265993,0.4057239057239057,0.3878787878787879,0.4101010101010101,0.4101010101010101,0.306060606060606,0.305050505050505,0.0353275222892394,0.6055131480097771,0.2190860081464052,0.0343369995243847,29.93
11,0.3037037037037037,0.296969696969697,0.4101010101010101,0.4063973063973064,0.3993265993265993,0.3973063973063973,0.3087542087542088,0.3067340067340067,0.0354431560511169,0.6202492266893387,0.2184037752449512,0.0327100595459342,33.79
9,0.3037037037037037,0.2979797979797979,0.4097643097643098,0.398989898989899,0.406060606060606,0.4134680134680135,0.303030303030303,0.3087542087542088,0.0383739003888455,0.6531389430165291,0.2065920643508434,0.0303584800567477,32.11
7,0.2973063973063973,0.2811447811447811,0.3962962962962963,0.3919191919191919,0.4043771043771044,0.4185185185185185,0.298989898989899,0.2973063973063973,0.0418606771827802,0.6918205246329308,0.1870907880365848,0.0273127860855311,27.55
5,0.2952861952861952,0.2855218855218855,0.3939393939393939,0.3962962962962963,0.4101010101010101,0.4131313131313131,0.2882154882154882,0.2855218855218855,0.0449666704777396,0.7499371841549873,0.1450869273394346,0.0219253974501043,31.21
3,0.2895622895622896,0.2902356902356902,0.3902356902356902,0.3932659932659932,0.4087542087542087,0.4077441077441077,0.2673400673400673,0.2569023569023569,0.0613618436042834,0.8275889530777931,0.0707253655418753,0.0199322693515568,37.72
1,0.2784511784511784,0.273063973063973,0.3808080808080808,0.396969696969697,0.3915824915824916,0.4057239057239057,0.2804713804713805,0.2811447811447811,0.0638049917087144,0.925110787153244,0.0564781157299876,0.0170320854522287,33.02
0,0.2737373737373737,0.2818181818181818,0.3838383838383838,0.3872053872053872,0.3929292929292929,0.4043771043771044,0.2831649831649832,0.2905723905723906,0.0637152142571301,,,,27.12
