epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.14377104377104377,0.15387205387205388,0.1893939393939394,0.15555555555555556,0.18181818181818182,0.1111111111111111,0.0721812673627695
9,0.1343434343434343,0.1515151515151515,0.2195286195286195,0.1742424242424242,0.2065656565656565,0.104040404040404,0.0720863814000867
8,0.1138047138047138,0.1361952861952862,0.1833333333333333,0.1525252525252525,0.1686868686868687,0.1033670033670033,0.0720476260339282
7,0.1274410774410774,0.1429292929292929,0.1969696969696969,0.1417508417508417,0.1835016835016835,0.1062289562289562,0.071740629379745
6,0.1498316498316498,0.1441077441077441,0.1845117845117845,0.1045454545454545,0.1585858585858585,0.1107744107744107,0.0716218601640969
5,0.1343434343434343,0.1542087542087542,0.1981481481481481,0.1213804713804713,0.1902356902356902,0.1116161616161616,0.071852107606762
4,0.1516835016835016,0.1464646464646464,0.1745791245791245,0.1028619528619528,0.1545454545454545,0.1111111111111111,0.0718738144564692
3,0.1639730639730639,0.1538720538720538,0.1838383838383838,0.1067340067340067,0.15,0.1079124579124579,0.0712233411138265
2,0.1632996632996633,0.1622895622895623,0.1974747474747474,0.1067340067340067,0.1617845117845117,0.1062289562289562,0.0707482439838019
1,0.1489898989898989,0.1681818181818181,0.2202020202020202,0.1006734006734006,0.1712121212121212,0.105050505050505,0.0671261595644811
0,0.2535353535353535,0.1861952861952862,0.3321548821548821,0.1136363636363636,0.2624579124579124,0.2804713804713805,0.0640714790533109
