epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.21734006734006733,0.20202020202020202,0.3132996632996633,0.32272727272727275,0.26397306397306397,0.23636363636363636,0.03712727023920517
9,0.2077441077441077,0.2001683501683501,0.298989898989899,0.3104377104377104,0.2558922558922559,0.2333333333333333,0.0405571969758659
8,0.2099326599326599,0.1964646464646464,0.2973063973063973,0.2978114478114478,0.2548821548821549,0.2301346801346801,0.0449356785239271
7,0.2102693602693602,0.1966329966329966,0.2941077441077441,0.2925925925925925,0.253030303030303,0.221043771043771,0.0489746182660702
6,0.2016835016835017,0.2015151515151515,0.2905723905723906,0.289057239057239,0.2419191919191919,0.2178451178451178,0.0506118023519935
5,0.2057239057239057,0.1907407407407407,0.2915824915824916,0.282996632996633,0.2395622895622895,0.2101010101010101,0.0539473738739693
4,0.2095959595959595,0.1986531986531986,0.2978114478114478,0.2782828282828283,0.2459595959595959,0.209090909090909,0.0573522416050967
3,0.2351851851851852,0.22003367003367,0.3313131313131313,0.2584175084175084,0.2648148148148148,0.2277777777777777,0.0616592261642482
2,0.2473063973063973,0.2245791245791245,0.3468013468013468,0.2717171717171717,0.2728956228956229,0.2398989898989899,0.0630613732851419
1,0.2582491582491582,0.2217171717171717,0.3626262626262626,0.236026936026936,0.2747474747474747,0.2393939393939393,0.0633373543567174
0,0.2668350168350168,0.2006734006734006,0.3496632996632997,0.1695286195286195,0.2718855218855219,0.286026936026936,0.0634605074251735
