epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,KL,probe secs
29,0.2313131313131313,0.22962962962962963,0.3760942760942761,0.3747474747474748,0.3781144781144781,0.3750841750841751,0.20134680134680136,0.22525252525252526,0.08454612085387296,0.21491630935365227,0.011957376774186922,0.0006771043927711287,39.51
27,0.2326599326599326,0.2356902356902357,0.3636363636363636,0.3696969696969697,0.3622895622895623,0.3774410774410774,0.2063973063973063,0.2225589225589225,0.0841149976261979,0.2146878798676144,0.0125276473510986,0.0006407799711228,41.22
25,0.2377104377104377,0.2387205387205387,0.3737373737373737,0.3737373737373737,0.3606060606060606,0.3760942760942761,0.2023569023569023,0.2208754208754208,0.0857383770401693,0.2156949170455811,0.0122618093422264,0.0012418681241803,46.35
23,0.2228956228956229,0.2353535353535353,0.3744107744107744,0.3666666666666666,0.374074074074074,0.3801346801346801,0.205050505050505,0.2222222222222222,0.0848109446743877,0.2160575972620848,0.0128862861377798,0.0013776080461165,39.61
21,0.2249158249158249,0.239057239057239,0.3723905723905724,0.3744107744107744,0.3865319865319865,0.3892255892255892,0.1915824915824915,0.2026936026936027,0.0854070295131439,0.2160982202002956,0.0132373739389856,0.0013354499138458,37.61
19,0.2353535353535353,0.2387205387205387,0.3713804713804713,0.3653198653198653,0.371043771043771,0.3818181818181818,0.1902356902356902,0.2006734006734006,0.0847349101098562,0.216373183924681,0.0136880578568122,0.0015240829136922,41.53
17,0.2387205387205387,0.2451178451178451,0.3818181818181818,0.3828282828282828,0.3895622895622895,0.3861952861952862,0.2215488215488215,0.2292929292929293,0.0829544393726182,0.2177137484785857,0.0135695864565101,0.0020403974358834,40.25
15,0.2572390572390572,0.2521885521885522,0.3760942760942761,0.3835016835016835,0.3932659932659932,0.3993265993265993,0.2279461279461279,0.2356902356902357,0.0824800221841669,0.2178709879992114,0.0149297854169064,0.0017374932119373,29.93
13,0.2505050505050505,0.2484848484848484,0.3781144781144781,0.3835016835016835,0.3814814814814815,0.3750841750841751,0.1993265993265993,0.1929292929292929,0.0854963766242217,0.2188194228965006,0.0136285311079756,0.0023496428224299,43.4
11,0.2548821548821549,0.2508417508417508,0.3818181818181818,0.3734006734006734,0.3942760942760943,0.3828282828282828,0.2127946127946128,0.2013468013468013,0.0823008891453116,0.2203897550037712,0.0127819379625521,0.0031871931170629,37.82
9,0.2548821548821549,0.2606060606060606,0.3895622895622895,0.3855218855218855,0.4107744107744108,0.3919191919191919,0.2346801346801346,0.2286195286195286,0.0828121326744662,0.2211263881177659,0.013342708239486,0.0028996535511628,37.89
7,0.2585858585858586,0.264983164983165,0.3952861952861953,0.3925925925925926,0.404040404040404,0.4185185185185185,0.24006734006734,0.2323232323232323,0.0811092740133219,0.2209120460186794,0.014399599663581,0.0024843884870754,40.07
5,0.2707070707070707,0.2760942760942761,0.3929292929292929,0.3912457912457912,0.4111111111111111,0.4077441077441077,0.2397306397306397,0.238047138047138,0.0771557964371322,0.2241029518235261,0.0136136457407075,0.0036268562714681,37.54
3,0.2643097643097643,0.2774410774410774,0.3922558922558922,0.3932659932659932,0.4043771043771044,0.4077441077441077,0.241077441077441,0.2464646464646464,0.0776506790074108,0.2285129267508816,0.0143788382411003,0.0037484756369843,38.06
1,0.2872053872053872,0.2848484848484848,0.402020202020202,0.3929292929292929,0.3878787878787879,0.3949494949494949,0.2646464646464646,0.265993265993266,0.078352359826569,0.306194626127079,0.0231704586274494,0.0128972189408982,37.53
0,0.2737373737373737,0.2818181818181818,0.3838383838383838,0.3872053872053872,0.3929292929292929,0.4043771043771044,0.2831649831649832,0.2905723905723906,0.0637152142571301,,,,32.4
