epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.28535353535353536,0.23417508417508417,0.3968013468013468,0.43468013468013467,0.3028619528619529,0.3090909090909091,0.005294230201680273
9,0.2786195286195286,0.238047138047138,0.3942760942760943,0.4367003367003367,0.3067340067340067,0.301010101010101,0.0054952098581059
8,0.2877104377104377,0.2274410774410774,0.3888888888888889,0.4299663299663299,0.3042087542087542,0.3018518518518518,0.0060485145829776
7,0.2929292929292929,0.2398989898989899,0.3937710437710437,0.4437710437710437,0.298989898989899,0.3035353535353535,0.0065832789879801
6,0.2861952861952861,0.2318181818181818,0.3882154882154882,0.4393939393939394,0.301010101010101,0.302020202020202,0.0073190794655553
5,0.2962962962962963,0.2299663299663299,0.389057239057239,0.4351851851851852,0.2941077441077441,0.302020202020202,0.0076711227774924
4,0.308080808080808,0.2294612794612794,0.3851851851851852,0.4375420875420875,0.3028619528619529,0.302020202020202,0.008327547913222
3,0.3106060606060606,0.2427609427609427,0.3912457912457912,0.4430976430976431,0.3037037037037037,0.3013468013468013,0.00912595324741
2,0.3176767676767676,0.24006734006734,0.4106060606060606,0.4462962962962963,0.3003367003367003,0.3077441077441077,0.0109171074902767
1,0.3087542087542088,0.2415824915824916,0.4094276094276094,0.4331649831649831,0.3008417508417508,0.3141414141414141,0.0134166028734369
0,0.2872053872053872,0.2287878787878788,0.3799663299663299,0.1803030303030303,0.2723905723905724,0.2883838383838384,0.06497502896015
