epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,probe secs
29,0.26262626262626265,0.25824915824915823,0.40370370370370373,0.4053872053872054,0.4131313131313131,0.4080808080808081,0.32794612794612793,0.337037037037037,0.009407317621524231,0.1366171906789144,0.22579567849636079,22.38
27,0.2632996632996633,0.2636363636363636,0.4047138047138047,0.4053872053872054,0.4326599326599326,0.4181818181818181,0.3292929292929293,0.3441077441077441,0.0093355953352621,0.1390968473752339,0.2263959809939066,21.44
25,0.268013468013468,0.2592592592592592,0.402020202020202,0.3959595959595959,0.4235690235690236,0.4151515151515151,0.3296296296296296,0.3447811447811448,0.0096110399948105,0.1411017508506775,0.2265048065582911,19.72
23,0.2575757575757575,0.2612794612794613,0.4063973063973064,0.4090909090909091,0.4434343434343434,0.4067340067340067,0.3346801346801347,0.3494949494949494,0.0094626371096985,0.1437342263857523,0.2265132163365682,22.44
21,0.2592592592592592,0.2521885521885522,0.4074074074074074,0.4003367003367003,0.4346801346801346,0.4175084175084175,0.3336700336700336,0.3494949494949494,0.0096427975660835,0.1480100674629211,0.2258613999287287,21.11
19,0.2589225589225589,0.2589225589225589,0.4077441077441077,0.4026936026936027,0.4336700336700336,0.4124579124579124,0.334006734006734,0.3454545454545454,0.0099467285668897,0.1517349451382955,0.226027713060379,23.89
17,0.2784511784511784,0.2707070707070707,0.397979797979798,0.3996632996632996,0.4343434343434343,0.4168350168350168,0.338047138047138,0.3457912457912458,0.0106410280111548,0.1573739727338155,0.2257528430223465,24.73
15,0.2747474747474747,0.272053872053872,0.3986531986531986,0.396969696969697,0.4272727272727272,0.4111111111111111,0.3377104377104377,0.3441077441077441,0.0107329246152992,0.1641555174191792,0.2255269034703572,23.78
13,0.2777777777777778,0.2683501683501683,0.3949494949494949,0.3878787878787879,0.4249158249158249,0.4114478114478114,0.3454545454545454,0.3511784511784512,0.010681810833474,0.17299329996109,0.224470019419988,24.95
11,0.2754208754208754,0.2744107744107744,0.3838383838383838,0.3872053872053872,0.4218855218855218,0.4117845117845118,0.3468013468013468,0.3538720538720539,0.0119009358282358,0.1856321298281351,0.2225460545221964,26.46
9,0.2747474747474747,0.2683501683501683,0.3787878787878788,0.3828282828282828,0.402020202020202,0.396969696969697,0.3343434343434343,0.3326599326599326,0.0144168350309609,0.1982608021100362,0.2225907549460729,19.44
7,0.2754208754208754,0.2632996632996633,0.3734006734006734,0.3791245791245791,0.406060606060606,0.4006734006734007,0.3292929292929293,0.330976430976431,0.0142443589634571,0.2157138706843058,0.2225729037523269,21.87
5,0.2824915824915825,0.271043771043771,0.3828282828282828,0.3602693602693603,0.4164983164983165,0.3993265993265993,0.3289562289562289,0.3265993265993266,0.0153846725222669,0.2408233879407247,0.2223364779154459,20.0
3,0.2713804713804714,0.2804713804713805,0.3791245791245791,0.3558922558922558,0.4107744107744108,0.3882154882154882,0.3225589225589225,0.3265993265993266,0.0160154880572037,0.281577877998352,0.2218230704466502,20.33
1,0.2696969696969697,0.2855218855218855,0.3693602693602693,0.3821548821548821,0.4074074074074074,0.3895622895622895,0.3131313131313131,0.3188552188552188,0.0199067938963669,0.4593659996986389,0.2165730385979016,15.35
0,0.2609427609427609,0.271043771043771,0.3986531986531986,0.3946127946127946,0.4282828282828282,0.4127946127946127,0.2851851851851852,0.2875420875420875,0.0647803094059387,,,22.08
