epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.21717171717171718,0.17003367003367004,0.31683501683501686,0.29225589225589227,0.24915824915824916,0.3116161616161616,0.016148109809490545
9,0.219023569023569,0.172053872053872,0.3141414141414141,0.2984848484848484,0.2407407407407407,0.3111111111111111,0.0164359997772672
8,0.2277777777777777,0.1727272727272727,0.3153198653198653,0.2983164983164983,0.2451178451178451,0.3111111111111111,0.0169126907806863
7,0.231986531986532,0.1735690235690235,0.319023569023569,0.3077441077441077,0.2385521885521885,0.3082491582491583,0.0166148176188473
6,0.2365319865319865,0.1707070707070707,0.3205387205387205,0.3101010101010101,0.232996632996633,0.3102693602693602,0.0166245202217945
5,0.2417508417508417,0.1663299663299663,0.3127946127946128,0.323063973063973,0.2341750841750841,0.3117845117845118,0.0169343974980563
4,0.2415824915824916,0.1703703703703703,0.3245791245791246,0.3245791245791246,0.2385521885521885,0.3089225589225589,0.0171874997488902
3,0.2415824915824916,0.1801346801346801,0.3282828282828283,0.3279461279461279,0.2441077441077441,0.3023569023569024,0.0184014952174167
2,0.2521885521885522,0.1819865319865319,0.3338383838383838,0.3466329966329966,0.2543771043771043,0.3092592592592592,0.0187035084736813
1,0.2722222222222222,0.1969696969696969,0.3484848484848485,0.3634680134680135,0.2523569023569023,0.3077441077441077,0.0210542784173365
0,0.2420875420875421,0.1782828282828283,0.3101010101010101,0.1006734006734006,0.2462962962962963,0.282996632996633,0.0648722353508798
