epoch,KNN,Tree,RF,MLP,ADA-Boost,NB,val MSE
10,0.2111111111111111,0.2031986531986532,0.37407407407407406,0.42912457912457913,0.26936026936026936,0.3601010101010101,0.006257608905103766
9,0.2141414141414141,0.209090909090909,0.3686868686868687,0.4232323232323232,0.2779461279461279,0.359090909090909,0.006747712349754
8,0.2106060606060606,0.1959595959595959,0.3676767676767676,0.4276094276094276,0.269023569023569,0.3587542087542087,0.0072952566931411
7,0.2058922558922559,0.2075757575757575,0.3681818181818181,0.4316498316498317,0.2688552188552188,0.352020202020202,0.0080240996567727
6,0.2047138047138047,0.2084175084175084,0.354040404040404,0.414983164983165,0.2782828282828283,0.3444444444444444,0.0103956569866219
5,0.2028619528619528,0.1873737373737374,0.3558922558922558,0.4053872053872054,0.2582491582491582,0.3493265993265993,0.0102921473416524
4,0.1981481481481481,0.1924242424242424,0.3446127946127946,0.3934343434343434,0.2555555555555555,0.3446127946127946,0.0107976632014075
3,0.2043771043771043,0.1961279461279461,0.3437710437710438,0.3897306397306397,0.2557239057239057,0.338047138047138,0.0115426220214838
2,0.2117845117845118,0.1934343434343434,0.3405723905723906,0.405050505050505,0.2638047138047138,0.3335016835016835,0.0121324635350656
1,0.2257575757575757,0.2075757575757575,0.3636363636363636,0.402020202020202,0.2675084175084175,0.3181818181818182,0.0141284357753067
0,0.2910774410774411,0.231986531986532,0.3883838383838384,0.3075757575757575,0.2904040404040404,0.3158249158249158,0.063972435395364
