epoch,KNN,MLP,NB,val MSE
29,0.1005050505050505,0.10067340067340068,0.10084175084175084,0.10489907258621965
27,0.1005050505050505,0.1006734006734006,0.1008417508417508,0.1021077152652596
25,0.1005050505050505,0.1006734006734006,0.1008417508417508,0.1061316667187489
23,0.1005050505050505,0.1006734006734006,0.1008417508417508,0.1015643414976753
21,0.1005050505050505,0.1006734006734006,0.1008417508417508,0.1047372385250738
19,0.1005050505050505,0.1006734006734006,0.1008417508417508,0.1038386134784768
17,0.1005050505050505,0.1006734006734006,0.1008417508417508,0.0971552304672093
15,0.1008417508417508,0.1006734006734006,0.1008417508417508,0.1027106704127513
13,0.1005050505050505,0.1006734006734006,0.107070707070707,0.1005886729350098
11,0.1006734006734006,0.1006734006734006,0.101010101010101,0.1023095570385562
9,0.1025252525252525,0.1006734006734006,0.1013468013468013,0.0985161672821053
7,0.1279461279461279,0.1006734006734006,0.103030303030303,0.0966796225092339
5,0.1427609427609427,0.1006734006734006,0.1037037037037037,0.093284862886843
3,0.1473063973063973,0.1006734006734006,0.1047138047138047,0.0939407941238494
1,0.1457912457912458,0.1006734006734006,0.103030303030303,0.0877175023696562
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293226204
