epoch,KNN,MLP,NB,val MSE
29,0.29579124579124577,0.4535353535353535,0.3402356902356902,0.00411188675232933
27,0.298989898989899,0.454040404040404,0.3462962962962962,0.0043302246375211
25,0.2996632996632997,0.4584175084175084,0.3462962962962962,0.0043861193422783
23,0.3015151515151515,0.4595959595959596,0.3412457912457912,0.0046020202635626
21,0.2993265993265993,0.4585858585858586,0.3382154882154882,0.0050438624628047
19,0.3013468013468013,0.4594276094276094,0.3382154882154882,0.0050347496823243
17,0.3084175084175084,0.456060606060606,0.337037037037037,0.0060350064247793
15,0.3178451178451178,0.4609427609427609,0.3338383838383838,0.0058149877938956
13,0.3207070707070707,0.456060606060606,0.337037037037037,0.0064291949441811
11,0.3277777777777778,0.4563973063973064,0.3355218855218855,0.0069558844259786
9,0.3351851851851852,0.4498316498316498,0.3324915824915825,0.0076145094076624
7,0.3375420875420875,0.4531986531986532,0.3178451178451178,0.0083886430355625
5,0.3424242424242424,0.4511784511784512,0.3143097643097643,0.0095762467379044
3,0.3446127946127946,0.4457912457912458,0.3077441077441077,0.0112784724884383
1,0.3035353535353535,0.3759259259259259,0.2722222222222222,0.0202961024657871
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293226204
