mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.43265993265993263,0.4356902356902357,0.561952861952862,0.5747474747474748,0.5902356902356902,0.5936026936026936,0.46195286195286195,0.46060606060606063,6,2026-09-11 17:05:05
adabn,0.44074074074074077,0.434006734006734,0.5723905723905723,0.5696969696969697,0.5956228956228956,0.5915824915824915,0.47205387205387206,0.47003367003367,6,2026-09-11 17:05:05
