mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.23973063973063974,0.24107744107744108,0.37003367003367005,0.37138047138047137,0.37744107744107747,0.3771043771043771,0.21144781144781144,0.20909090909090908,7,2026-09-11 17:51:24
adabn,0.2367003367003367,0.2356902356902357,0.3734006734006734,0.37542087542087543,0.3939393939393939,0.38013468013468016,0.18956228956228957,0.18787878787878787,7,2026-09-11 17:51:24
