epoch,KNN,MLP,NB,val MSE
29,0.1543771043771044,0.10067340067340068,0.10740740740740741,0.11761252051401308
27,0.1612794612794612,0.1006734006734006,0.1075757575757575,0.1184079717202889
25,0.1621212121212121,0.1006734006734006,0.1074074074074074,0.1175957907977155
23,0.1567340067340067,0.1069023569023569,0.108080808080808,0.1159432152845296
21,0.1563973063973064,0.1033670033670033,0.1077441077441077,0.1172111024997374
19,0.1567340067340067,0.1067340067340067,0.1089225589225589,0.117357427284095
17,0.1661616161616161,0.1006734006734006,0.1084175084175084,0.1177979010565878
15,0.1693602693602693,0.1006734006734006,0.109090909090909,0.117842851057781
13,0.1744107744107744,0.1006734006734006,0.1095959595959596,0.1186233553936172
11,0.1695286195286195,0.1006734006734006,0.1092592592592592,0.1192106415863358
9,0.1698653198653198,0.0971380471380471,0.1094276094276094,0.1202826492395748
7,0.1668350168350168,0.0969696969696969,0.1092592592592592,0.1220500475559946
5,0.1688552188552188,0.1082491582491582,0.1101010101010101,0.1229203691702753
3,0.1678451178451178,0.1067340067340067,0.1116161616161616,0.1285224001106953
1,0.1648148148148148,0.1166666666666666,0.1141414141414141,0.1377393225502375
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293093867
