mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.24814814814814815,0.24107744107744108,0.362962962962963,0.36632996632996634,0.37373737373737376,0.38013468013468016,0.1723905723905724,0.1542087542087542,7,2026-09-11 17:49:48
adabn,0.22525252525252526,0.2286195286195286,0.3592592592592593,0.36632996632996634,0.36632996632996634,0.3653198653198653,0.16700336700336701,0.15353535353535352,7,2026-09-11 17:49:48
