mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.13535353535353536,0.13131313131313133,0.24175084175084174,0.2579124579124579,0.26835016835016834,0.2814814814814815,0.21851851851851853,0.2255892255892256,6,2026-09-13 20:12:21
adabn,0.13063973063973064,0.12996632996632998,0.2686868686868687,0.27104377104377103,0.30303030303030304,0.2956228956228956,0.24377104377104378,0.24646464646464647,6,2026-09-13 20:12:21
