mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.3498316498316498,0.34444444444444444,0.42693602693602695,0.431986531986532,0.4595959595959596,0.46060606060606063,0.3111111111111111,0.2932659932659933,6,2026-09-11 16:45:51
adabn,0.32154882154882153,0.32087542087542087,0.403030303030303,0.4080808080808081,0.42962962962962964,0.43905723905723903,0.27104377104377103,0.2622895622895623,6,2026-09-11 16:45:51
