epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,probe secs
29,0.2622895622895623,0.2673400673400673,0.38417508417508417,0.3787878787878788,0.45555555555555555,0.4569023569023569,0.3303030303030303,0.3346801346801347,0.005272105744780169,0.005179765361050765,0.23354417542616526,18.46
27,0.2673400673400673,0.269023569023569,0.3828282828282828,0.3835016835016835,0.465993265993266,0.4562289562289562,0.3313131313131313,0.336026936026936,0.0054150261092421,0.0053334874473512,0.23322824994723,19.25
25,0.2757575757575757,0.271043771043771,0.3797979797979798,0.3801346801346801,0.4552188552188552,0.4653198653198653,0.3326599326599326,0.3387205387205387,0.0056691778754256,0.0055271760871013,0.2329034964243571,22.3
23,0.2676767676767677,0.2777777777777778,0.3811447811447811,0.3838383838383838,0.4730639730639731,0.4622895622895623,0.332996632996633,0.3363636363636363,0.0058686208140376,0.0057927972202499,0.231996987859408,19.96
21,0.2734006734006734,0.2747474747474747,0.3845117845117845,0.3797979797979798,0.465993265993266,0.4606060606060606,0.3356902356902357,0.3387205387205387,0.0063377786733765,0.0059733661326269,0.2323027380307515,19.39
19,0.2791245791245791,0.2787878787878788,0.3882154882154882,0.3831649831649831,0.4653198653198653,0.4656565656565656,0.3296296296296296,0.3346801346801347,0.0064332504346503,0.006545134615153,0.2312049798170725,22.86
17,0.2811447811447811,0.2868686868686869,0.3821548821548821,0.3828282828282828,0.4666666666666667,0.4693602693602693,0.332996632996633,0.3397306397306397,0.0067448453881759,0.0066032371111214,0.2309766312440236,19.59
15,0.2858585858585858,0.2952861952861952,0.3858585858585858,0.3838383838383838,0.4723905723905724,0.4707070707070707,0.3289562289562289,0.3353535353535353,0.0070706311097206,0.007080895503362,0.2294480242331822,20.43
13,0.2936026936026936,0.2932659932659933,0.3841750841750841,0.3841750841750841,0.4801346801346801,0.469023569023569,0.3269360269360269,0.3373737373737374,0.0078725275074067,0.0077757565801342,0.2286001191536585,18.08
11,0.298989898989899,0.302020202020202,0.3885521885521885,0.3848484848484848,0.4723905723905724,0.4599326599326599,0.3259259259259259,0.3346801346801347,0.0082726747444359,0.0083666306237379,0.2268964612483978,18.64
9,0.2979797979797979,0.3158249158249158,0.3868686868686868,0.3821548821548821,0.472053872053872,0.4612794612794613,0.3218855218855219,0.3407407407407407,0.0099589309934692,0.0094582648451129,0.2243764134248097,21.95
7,0.3047138047138047,0.3117845117845118,0.3872053872053872,0.3794612794612794,0.4730639730639731,0.4555555555555555,0.3202020202020202,0.3424242424242424,0.0105053882807704,0.0106592375040054,0.2216836047172546,20.99
5,0.3306397306397306,0.3323232323232323,0.3828282828282828,0.3760942760942761,0.4612794612794613,0.4612794612794613,0.3212121212121212,0.3407407407407407,0.0119598391044018,0.0121948171282808,0.2175875888268152,20.85
3,0.3410774410774411,0.330976430976431,0.3784511784511784,0.3764309764309764,0.4632996632996633,0.4717171717171717,0.3208754208754208,0.3289562289562289,0.0147821078801504,0.016116901213924,0.2085569542646408,23.1
1,0.3164983164983165,0.3101010101010101,0.3764309764309764,0.3696969696969697,0.434006734006734,0.432996632996633,0.2764309764309764,0.2784511784511784,0.0237702821905776,0.0354541123658418,0.1421445556966743,20.64
0,0.2794612794612794,0.2888888888888888,0.3542087542087542,0.3565656565656566,0.4380471380471381,0.4430976430976431,0.3141414141414141,0.3191919191919192,0.0649166952878183,,,19.8
