epoch,KNN,MLP,NB,val MSE
29,0.24663299663299662,0.419023569023569,0.34545454545454546,0.006960931500390198
27,0.2528619528619528,0.4205387205387205,0.3398989898989899,0.0068837978106263
25,0.2565656565656565,0.4191919191919191,0.3378787878787879,0.0068669110771473
23,0.2572390572390572,0.4168350168350168,0.3345117845117845,0.0074142081064186
21,0.254040404040404,0.4215488215488215,0.3335016835016835,0.0071245839101383
19,0.2456228956228956,0.419023569023569,0.3335016835016835,0.0071974703975908
17,0.2395622895622895,0.4222222222222222,0.3348484848484848,0.0074670601480675
15,0.2397306397306397,0.4267676767676767,0.3365319865319865,0.0077192087659403
13,0.239057239057239,0.4223905723905723,0.3407407407407407,0.0079623183672238
11,0.2367003367003367,0.4244107744107744,0.3483164983164983,0.0082752052545679
9,0.2367003367003367,0.4274410774410774,0.3525252525252525,0.0087222239775103
7,0.2377104377104377,0.428956228956229,0.3558922558922558,0.0096458408189193
5,0.2691919191919192,0.4085858585858586,0.3252525252525252,0.0124801118770485
3,0.2735690235690236,0.4114478114478114,0.3267676767676767,0.0137325876671986
1,0.298989898989899,0.418013468013468,0.3267676767676767,0.0178216293397926
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293093867
