epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,KL,probe secs
29,0.23973063973063974,0.2144781144781145,0.4414141414141414,0.43063973063973066,0.45454545454545453,0.4383838383838384,0.23232323232323232,0.22962962962962963,0.015908192437916305,0.02577493694424629,0.20562053708235423,0.00646335309681793,27.75
27,0.2424242424242424,0.2245791245791245,0.434006734006734,0.4343434343434343,0.4569023569023569,0.4454545454545454,0.2363636363636363,0.2279461279461279,0.016167076645323,0.0258393180618683,0.2053935023943583,0.0064208261488626,27.29
25,0.232996632996633,0.2245791245791245,0.4387205387205387,0.4367003367003367,0.4494949494949495,0.437037037037037,0.2356902356902357,0.2245791245791245,0.0163741706279941,0.0259542024681965,0.2050926975210507,0.0063776665274053,19.83
23,0.2457912457912457,0.2286195286195286,0.44006734006734,0.439057239057239,0.4484848484848485,0.4404040404040404,0.2276094276094276,0.2222222222222222,0.0162693215517548,0.0260002802709738,0.204947709262371,0.0063347020347913,15.07
21,0.2525252525252525,0.2333333333333333,0.437037037037037,0.4272727272727272,0.4478114478114478,0.4444444444444444,0.2289562289562289,0.232996632996633,0.0167535360568396,0.0261326274226109,0.2045036813616752,0.0062865855793158,19.51
19,0.2542087542087542,0.2286195286195286,0.4343434343434343,0.4269360269360269,0.4474747474747474,0.4387205387205387,0.2276094276094276,0.232996632996633,0.0167449238820937,0.0262808303485314,0.204044699549675,0.0062278799861669,17.72
17,0.264983164983165,0.2299663299663299,0.4265993265993266,0.4269360269360269,0.4387205387205387,0.4242424242424242,0.2383838383838384,0.239057239057239,0.0168724019728852,0.0263429754078388,0.2035499530831973,0.0061466137841343,21.7
15,0.2558922558922559,0.2387205387205387,0.435016835016835,0.4188552188552188,0.4468013468013468,0.4333333333333333,0.2353535353535353,0.232996632996633,0.0169726670148979,0.0265583697954813,0.2029498906334241,0.0060864422675222,17.14
13,0.2646464646464646,0.238047138047138,0.4262626262626263,0.4252525252525252,0.4420875420875421,0.4414141414141414,0.2471380471380471,0.2326599326599326,0.0172783834958981,0.0268233876104156,0.2022405441800753,0.0060559158815691,19.1
11,0.2740740740740741,0.2464646464646464,0.4232323232323232,0.4272727272727272,0.4420875420875421,0.4212121212121212,0.2538720538720538,0.2478114478114478,0.0176993637224973,0.0269762533580263,0.2015573875109354,0.0059655717536807,18.98
9,0.2616161616161616,0.2424242424242424,0.4259259259259259,0.4185185185185185,0.4363636363636363,0.4373737373737373,0.2494949494949495,0.2461279461279461,0.0176213339722151,0.0271683607250452,0.2008864187598228,0.0059079559575766,25.04
7,0.265993265993266,0.2542087542087542,0.4249158249158249,0.4164983164983165,0.432996632996633,0.4333333333333333,0.2484848484848484,0.24006734006734,0.0178919798590335,0.0275789191648364,0.1996942632595698,0.0058017471625159,19.52
5,0.2824915824915825,0.2717171717171717,0.4292929292929293,0.4191919191919191,0.4377104377104377,0.44006734006734,0.2666666666666666,0.2666666666666666,0.0187520351836567,0.0282801719978451,0.1974640682339668,0.0056192133383204,23.84
3,0.2895622895622896,0.2821548821548821,0.4239057239057239,0.4235690235690236,0.4185185185185185,0.4107744107744108,0.2686868686868687,0.268013468013468,0.0196558686757384,0.029740760701398,0.1929990073641141,0.0053966951935241,21.41
1,0.337037037037037,0.3313131313131313,0.4279461279461279,0.398989898989899,0.4175084175084175,0.4023569023569023,0.3252525252525252,0.3292929292929293,0.0233104433103416,0.0378523151079813,0.1705515253841877,0.0057466079002867,26.5
0,0.2737373737373737,0.2818181818181818,0.3838383838383838,0.3872053872053872,0.3929292929292929,0.4043771043771044,0.2831649831649832,0.2905723905723906,0.0637152142571301,,,,31.65
