epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,probe secs
2821,0.22053872053872053,0.21515151515151515,0.3505050505050505,0.35858585858585856,0.3861952861952862,0.38484848484848483,0.3148148148148148,0.31077441077441076,0.03025249497663911,0.045294493436813354,0.22936704568564892,19.46
2633,0.2245791245791245,0.2185185185185185,0.3531986531986532,0.3498316498316498,0.4077441077441077,0.3794612794612794,0.3175084175084175,0.3131313131313131,0.0305355748072345,0.0485897809267044,0.2287809997797012,13.75
2445,0.2242424242424242,0.2171717171717171,0.3501683501683502,0.3582491582491582,0.3858585858585858,0.3760942760942761,0.3144781144781144,0.3131313131313131,0.0301159398256409,0.0486664399504661,0.2284879852086305,28.36
2257,0.2255892255892256,0.2225589225589225,0.3552188552188552,0.3569023569023569,0.3919191919191919,0.3771043771043771,0.3171717171717171,0.3151515151515151,0.0301433143803112,0.0478162989020347,0.2298311870545148,19.06
2069,0.2255892255892256,0.2222222222222222,0.3528619528619529,0.3616161616161616,0.3936026936026936,0.3797979797979798,0.3235690235690235,0.3131313131313131,0.0298910985368289,0.0493487939238548,0.2288675736635923,23.23
1881,0.2316498316498316,0.2289562289562289,0.3565656565656566,0.3619528619528619,0.3855218855218855,0.3902356902356902,0.3205387205387205,0.3148148148148148,0.0297715017310679,0.0493220388889312,0.2284004315733909,20.33
1693,0.2309764309764309,0.2222222222222222,0.3626262626262626,0.3666666666666666,0.3909090909090909,0.3848484848484848,0.3232323232323232,0.3171717171717171,0.0289252689224047,0.0523217841982841,0.22774095274508,18.46
1505,0.2333333333333333,0.2316498316498316,0.3592592592592593,0.3612794612794612,0.3929292929292929,0.3915824915824916,0.3242424242424242,0.3154882154882155,0.0289118794615167,0.0538114234805107,0.2296379581093788,20.94
1317,0.2367003367003367,0.2255892255892256,0.3582491582491582,0.3619528619528619,0.3902356902356902,0.3959595959595959,0.3228956228956229,0.3168350168350168,0.0281197754980509,0.0560732781887054,0.2284048683941364,21.14
1129,0.235016835016835,0.2269360269360269,0.3612794612794612,0.3683501683501683,0.397979797979798,0.3922558922558922,0.3289562289562289,0.3228956228956229,0.0280845030268809,0.0544366315007209,0.227886077016592,17.15
941,0.24006734006734,0.2286195286195286,0.3713804713804713,0.3787878787878788,0.3888888888888889,0.3942760942760943,0.3292929292929293,0.3259259259259259,0.0276838046487017,0.0603346452116966,0.2271230462938547,23.6
753,0.2454545454545454,0.237037037037037,0.3784511784511784,0.3787878787878788,0.4026936026936027,0.4026936026936027,0.3232323232323232,0.3262626262626262,0.0271588235028207,0.0689557865262031,0.2240797635167837,16.29
565,0.2569023569023569,0.2525252525252525,0.3858585858585858,0.3804713804713804,0.4111111111111111,0.4047138047138047,0.3272727272727272,0.331986531986532,0.026274296800816,0.0671172514557838,0.2266817167401313,19.97
377,0.268013468013468,0.2639730639730639,0.3861952861952862,0.3814814814814815,0.4043771043771044,0.4037037037037037,0.3249158249158249,0.3262626262626262,0.026029563163197,0.0806545689702034,0.2247616183012724,21.49
189,0.2760942760942761,0.2794612794612794,0.3929292929292929,0.3915824915824916,0.4262626262626263,0.4141414141414141,0.3202020202020202,0.3235690235690235,0.0252739341357196,0.0970415323972702,0.2241387721151113,15.62
1,0.2804713804713805,0.2845117845117845,0.3993265993265993,0.3868686868686868,0.4424242424242424,0.4269360269360269,0.2787878787878788,0.2794612794612794,0.0656108673774433,0.8032218515872955,0.0851952275261282,23.96
0,0.2814814814814815,0.2771043771043771,0.3952861952861953,0.3915824915824916,0.4107744107744108,0.4306397306397306,0.2902356902356902,0.2986531986531986,0.0641509660620566,,,24.57
