epoch,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,val MSE,train loss,out std,probe secs
29,0.44006734006734005,0.4356902356902357,0.4666666666666667,0.465993265993266,0.5026936026936027,0.5003367003367003,0.3888888888888889,0.397979797979798,0.03234536316225944,0.24906555593013763,0.22629182239373524,8.0
27,0.4309764309764309,0.4336700336700336,0.476094276094276,0.4734006734006734,0.4895622895622896,0.4885521885521885,0.3797979797979798,0.3919191919191919,0.029583396039387,0.250244667728742,0.2261321018139521,8.88
25,0.4242424242424242,0.428956228956229,0.4616161616161616,0.4646464646464646,0.4932659932659932,0.4905723905723905,0.3919191919191919,0.3983164983164983,0.0331400103939839,0.2530515072743098,0.2249817673365275,10.55
23,0.4276094276094276,0.4353535353535353,0.465993265993266,0.4606060606060606,0.4872053872053872,0.4983164983164983,0.3895622895622895,0.3993265993265993,0.0331820491866785,0.2530448474486669,0.2245146326224009,8.95
21,0.4255892255892256,0.4178451178451178,0.4572390572390572,0.4595959595959596,0.4956228956228956,0.494949494949495,0.3720538720538721,0.3912457912457912,0.0295248150091029,0.2561163330078125,0.2214083878199259,10.3
19,0.4195286195286195,0.4138047138047138,0.4676767676767677,0.4626262626262626,0.4942760942760942,0.4875420875420875,0.3703703703703703,0.3892255892255892,0.031828920864773,0.2591554701328277,0.220527576804161,9.4
17,0.4131313131313131,0.4195286195286195,0.4703703703703704,0.4673400673400673,0.4946127946127946,0.4915824915824915,0.3737373737373737,0.3855218855218855,0.0324327880632443,0.2601384220520655,0.2211596562465032,9.24
15,0.4299663299663299,0.4101010101010101,0.468013468013468,0.4646464646464646,0.4824915824915824,0.4936026936026936,0.3693602693602693,0.3925925925925926,0.0349174792784039,0.2619488797585169,0.2176969617605209,8.0
13,0.403030303030303,0.3993265993265993,0.4629629629629629,0.4683501683501683,0.4777777777777778,0.4808080808080808,0.369023569023569,0.3841750841750841,0.0357131478583463,0.2640787927309672,0.2154735686381658,9.3
11,0.4101010101010101,0.3996632996632996,0.4595959595959596,0.472053872053872,0.4771043771043771,0.4878787878787878,0.3562289562289562,0.3848484848484848,0.0376848839554227,0.2671583350499471,0.2139742722113927,11.54
9,0.3942760942760943,0.3946127946127946,0.4582491582491582,0.4626262626262626,0.4791245791245791,0.4771043771043771,0.3609427609427609,0.3760942760942761,0.0430216449073004,0.2701838986078898,0.2136521510283152,11.54
7,0.3835016835016835,0.3905723905723905,0.4552188552188552,0.4518518518518518,0.4777777777777778,0.4764309764309764,0.3555555555555555,0.3717171717171717,0.0460634780501811,0.2756418800354004,0.2134902820984522,9.21
5,0.3676767676767676,0.3811447811447811,0.44006734006734,0.4444444444444444,0.4703703703703704,0.469023569023569,0.3313131313131313,0.3468013468013468,0.0379351457881991,0.2806150945027669,0.2105757792790731,10.33
3,0.365993265993266,0.3525252525252525,0.4404040404040404,0.4316498316498317,0.4612794612794613,0.4595959595959596,0.3296296296296296,0.3373737373737374,0.0501141622133195,0.2911942688624064,0.1916644362608591,12.65
1,0.336026936026936,0.3393939393939394,0.4104377104377104,0.4070707070707071,0.4572390572390572,0.4235690235690236,0.3127946127946128,0.3124579124579124,0.0645727876104004,0.3434100103378296,0.1011525405446688,10.99
0,0.2814814814814815,0.2771043771043771,0.3952861952861953,0.3912457912457912,0.4107744107744108,0.4306397306397306,0.2902356902356902,0.2986531986531986,0.0641509660620566,,,10.27
