mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.1414141414141414,0.13265993265993267,0.296969696969697,0.2898989898989899,0.24646464646464647,0.22255892255892257,0.17845117845117844,0.18249158249158248,7,2026-09-11 17:53:47
adabn,0.14882154882154883,0.15084175084175083,0.2740740740740741,0.2663299663299663,0.24141414141414141,0.2239057239057239,0.19797979797979798,0.19730639730639732,7,2026-09-11 17:53:47
