mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.26565656565656565,0.26430976430976433,0.3218855218855219,0.31414141414141417,0.3282828282828283,0.337037037037037,0.1569023569023569,0.1494949494949495,31,2026-09-11 17:11:39
adabn,0.28585858585858587,0.26161616161616164,0.3484848484848485,0.33804713804713804,0.3538720538720539,0.3447811447811448,0.23063973063973064,0.22962962962962963,31,2026-09-11 17:11:39
