epoch,KNN,MLP,NB,val MSE
29,0.28703703703703703,0.36414141414141415,0.26296296296296295,0.023156446945683147
27,0.2895622895622896,0.3604377104377104,0.2585858585858586,0.0238564005998322
25,0.2872053872053872,0.3535353535353535,0.2537037037037037,0.0243958314817868
23,0.2786195286195286,0.3654882154882155,0.252020202020202,0.0247199831275702
21,0.2749158249158249,0.3606060606060606,0.2489898989898989,0.0253277801896973
19,0.27003367003367,0.3525252525252525,0.2486531986531986,0.0261218110579156
17,0.265993265993266,0.3528619528619529,0.2471380471380471,0.027084524149396
15,0.2594276094276094,0.3459595959595959,0.2484848484848484,0.0297512976323679
13,0.2473063973063973,0.3323232323232323,0.2409090909090909,0.0306144379820429
11,0.2341750841750841,0.3262626262626262,0.239057239057239,0.0341756690300167
9,0.2292929292929293,0.3134680134680134,0.2306397306397306,0.0396455908210726
7,0.2132996632996633,0.2686868686868687,0.2080808080808081,0.0492532144881268
5,0.2106060606060606,0.2545454545454545,0.1917508417508417,0.0545627531160469
3,0.2681818181818182,0.2409090909090909,0.2395622895622895,0.0625087959662106
1,0.2574074074074074,0.2035353535353535,0.2449494949494949,0.0634409795725324
0,0.265993265993266,0.1673400673400673,0.2835016835016835,0.0636649293226204
