mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.19932659932659932,0.2047138047138047,0.24983164983164982,0.23333333333333334,0.2558922558922559,0.2430976430976431,0.15387205387205388,0.15757575757575756,31,2026-09-11 17:08:50
adabn,0.2080808080808081,0.21346801346801347,0.2801346801346801,0.2851851851851852,0.298989898989899,0.2797979797979798,0.19124579124579125,0.18821548821548822,31,2026-09-11 17:08:50
