epoch,KNN,MLP,NB,val MSE
29,0.4877104377104377,0.5858585858585859,0.46734006734006733,0.023961682392029525
27,0.4907407407407407,0.588047138047138,0.4722222222222222,0.0249078406242663
25,0.4907407407407407,0.593939393939394,0.4651515151515151,0.0257866258201971
23,0.5,0.5836700336700337,0.4695286195286195,0.0257132466829532
21,0.4996632996632996,0.5867003367003367,0.4632996632996633,0.0270453413177552
19,0.5023569023569023,0.573063973063973,0.4607744107744108,0.0288122886292252
17,0.4979797979797979,0.576936026936027,0.4604377104377104,0.0301947096366018
15,0.5008417508417509,0.5712121212121212,0.455050505050505,0.0323511876139399
13,0.4944444444444444,0.5597643097643098,0.4420875420875421,0.034921880295338
11,0.4902356902356902,0.5552188552188552,0.4397306397306397,0.0372951206243324
9,0.4824915824915824,0.5473063973063973,0.432996632996633,0.0466634907940035
7,0.4632996632996633,0.5415824915824916,0.414983164983165,0.0578533320705907
5,0.428956228956229,0.5151515151515151,0.373063973063973,0.0656073580414956
3,0.3707070707070707,0.4301346801346801,0.2664983164983165,0.0709704745091087
1,0.2584175084175084,0.2893939393939393,0.1589225589225589,0.070666924608643
0,0.2742424242424242,0.1006734006734006,0.2818181818181818,0.0631351680436947
