mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.2737373737373737,0.2818181818181818,0.3838383838383838,0.3872053872053872,0.3929292929292929,0.4043771043771044,0.2831649831649832,0.2905723905723906,7,2026-09-11 17:59:22
adabn,0.26666666666666666,0.25757575757575757,0.38013468013468016,0.3602693602693603,0.37138047138047137,0.3538720538720539,0.2915824915824916,0.28754208754208754,7,2026-09-11 17:59:22
