epoch,KNN,MLP,NB,val MSE
29,0.2878787878787879,0.38535353535353534,0.26346801346801346,0.061347681592296324
27,0.2851851851851852,0.381986531986532,0.2644781144781145,0.0617575940690921
25,0.282996632996633,0.3781144781144781,0.2624579124579124,0.0619708059114101
23,0.2804713804713805,0.3759259259259259,0.2599326599326599,0.0614522219392376
21,0.2750841750841751,0.3282828282828283,0.2405723905723905,0.0622763993486523
19,0.2611111111111111,0.3223905723905724,0.2414141414141414,0.0618063193046178
17,0.2607744107744107,0.3262626262626262,0.2417508417508417,0.0620415094333368
15,0.2686868686868687,0.3186868686868687,0.2429292929292929,0.0618399703812323
13,0.2646464646464646,0.3161616161616161,0.2425925925925925,0.0620834507431907
11,0.2641414141414141,0.3215488215488215,0.2439393939393939,0.0617672697794797
9,0.2616161616161616,0.315993265993266,0.2419191919191919,0.0622267082240928
7,0.2594276094276094,0.3116161616161616,0.2420875420875421,0.0622374047897425
5,0.257070707070707,0.307070707070707,0.2378787878787878,0.0623352582075138
3,0.2725589225589225,0.2895622895622896,0.2267676767676767,0.0626528853911172
1,0.2479797979797979,0.2126262626262626,0.2063973063973063,0.063979199596186
0,0.2372053872053872,0.1006734006734006,0.2833333333333333,0.0629058386898908
