mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.269023569023569,0.2545454545454545,0.4171717171717172,0.4121212121212121,0.465993265993266,0.4585858585858586,0.32996632996632996,0.336026936026936,6,2026-09-11 17:02:27
adabn,0.265993265993266,0.25656565656565655,0.4161616161616162,0.4101010101010101,0.48114478114478115,0.4595959595959596,0.3306397306397306,0.336026936026936,6,2026-09-11 17:02:27
