epoch,KNN,MLP,val MSE
2,0.428956228956229,0.531986531986532,0.04933812616138221
1,0.3542087542087542,0.4425925925925926,0.0665479196867447
0,0.2582491582491582,0.3129629629629629,0.0639423456631905
2,0.4304713804713804,0.5503367003367003,0.0380455449150732
1,0.3941077441077441,0.5043771043771044,0.0678091151027759
0,0.2895622895622896,0.2927609427609428,0.0638908998673487
2,0.4333333333333333,0.5542087542087543,0.0394432724025067
1,0.3824915824915825,0.5060606060606061,0.0652297924787176
0,0.2462962962962963,0.222053872053872,0.0631275769210624
2,0.4131313131313131,0.5218855218855218,0.053687087371019
1,0.3478114478114478,0.4422558922558922,0.0707725898873848
0,0.2451178451178451,0.2430976430976431,0.0644344045163577
2,0.428956228956229,0.5567340067340067,0.0333009787949321
1,0.4186868686868686,0.5161616161616162,0.0642112895952236
0,0.2664983164983165,0.2776094276094276,0.0641834653490495
2,0.3959595959595959,0.5171717171717172,0.0434309870441366
1,0.37003367003367,0.4516835016835017,0.0654906515581252
0,0.2941077441077441,0.3207070707070707,0.0638840050299256
2,0.388047138047138,0.5205387205387205,0.0269662738375723
1,0.3742424242424242,0.4968013468013468,0.0660079165128577
0,0.2764309764309764,0.3042087542087542,0.0646052901462699
2,0.4375420875420875,0.5420875420875421,0.0401868964834916
1,0.3887205387205387,0.4915824915824915,0.0651939636688567
0,0.2715488215488215,0.3016835016835016,0.0640523961313452
2,0.428956228956229,0.52996632996633,0.0609615906331933
1,0.3789562289562289,0.4929292929292929,0.0685610363845503
0,0.2910774410774411,0.3001683501683502,0.06343587719526
2,0.4321548821548822,0.5382154882154883,0.0458174036289722
1,0.3641414141414141,0.4772727272727273,0.0707748509864083
0,0.2397306397306397,0.2003367003367003,0.0629634563455467
2,0.3942760942760943,0.5055555555555555,0.0616996943699212
1,0.3291245791245791,0.419023569023569,0.0700917494339375
0,0.272053872053872,0.2744107744107744,0.0637849611403887
2,0.3737373737373737,0.5035353535353535,0.0637130037704433
1,0.3144781144781144,0.3893939393939394,0.0709287798161193
0,0.2744107744107744,0.2745791245791246,0.0630607231855921
2,0.4028619528619528,0.5175084175084175,0.0685582149105533
1,0.3171717171717171,0.4114478114478114,0.0729689753314953
0,0.2569023569023569,0.289057239057239,0.063913442875998
2,0.4308080808080808,0.538047138047138,0.0407136127511519
1,0.4031986531986532,0.5235690235690236,0.0684169462847243
0,0.2595959595959596,0.2154882154882154,0.0645707334800363
2,0.4336700336700336,0.5632996632996633,0.0399990030771144
1,0.4164983164983165,0.5271043771043771,0.0658524202292067
0,0.2930976430976431,0.2979797979797979,0.0635139553362692
2,0.4260942760942761,0.5373737373737374,0.0451148811919651
1,0.3777777777777777,0.4791245791245791,0.0680185218290368
0,0.2942760942760943,0.3075757575757575,0.063622969571587
2,0.4265993265993266,0.541077441077441,0.0549790582439298
1,0.3957912457912458,0.4947811447811447,0.0742898426592667
0,0.2469696969696969,0.2496632996632996,0.0664142549077634
2,0.4367003367003367,0.5398989898989899,0.057261925150986
1,0.3787878787878788,0.4867003367003367,0.0728225080068115
0,0.2537037037037037,0.2430976430976431,0.0640414732361136
2,0.4409090909090909,0.5661616161616162,0.0444545467213775
1,0.3929292929292929,0.5021885521885522,0.0681576331015378
0,0.2841750841750842,0.282996632996633,0.0645780581815522
2,0.4316498316498317,0.5181818181818182,0.0591158522474935
1,0.3912457912457912,0.4713804713804714,0.0728427865352236
0,0.2675084175084175,0.2782828282828283,0.0652939719917189
2,0.4303030303030303,0.5585858585858586,0.0449153486685579
1,0.4062289562289562,0.5175084175084175,0.0685877871119002
0,0.2749158249158249,0.281986531986532,0.0648511740086239
2,0.4156565656565656,0.5276094276094276,0.0633964793257031
1,0.3436026936026936,0.4341750841750841,0.0649319200662376
0,0.2887205387205387,0.2836700336700337,0.0633536992167812
2,0.4136363636363636,0.539057239057239,0.0664333551791273
1,0.3750841750841751,0.4651515151515151,0.0729938090496016
0,0.2750841750841751,0.3186868686868687,0.0643916782620321
2,0.4287878787878788,0.5486531986531986,0.0613924784728096
1,0.3781144781144781,0.4991582491582491,0.0718209472473307
0,0.3031986531986532,0.3085858585858586,0.0651471681270887
2,0.4331649831649831,0.5356902356902357,0.0399780841891655
1,0.3759259259259259,0.4808080808080808,0.0759355428547567
0,0.2816498316498316,0.2988215488215488,0.0632703983511107
2,0.3904040404040404,0.5033670033670034,0.0604458277380064
1,0.3092592592592592,0.4084175084175084,0.0704215594681499
0,0.2782828282828283,0.2863636363636364,0.0649050106666651
2,0.4311447811447811,0.5281144781144781,0.0498199048940072
1,0.3946127946127946,0.5131313131313131,0.072861631051844
0,0.2681818181818182,0.2351851851851852,0.063829735953685
2,0.4284511784511784,0.5377104377104377,0.063401377553097
1,0.3582491582491582,0.4456228956228956,0.0674334055881411
0,0.2661616161616161,0.2722222222222222,0.0640346023583285
2,0.4239057239057239,0.5282828282828282,0.0586542708147482
1,0.3984848484848485,0.5138047138047138,0.067217766126985
0,0.2947811447811447,0.303030303030303,0.0641931483048952
2,0.4355218855218855,0.5388888888888889,0.053024438899639
1,0.3638047138047138,0.4813131313131313,0.0691754492148624
0,0.2865319865319865,0.288047138047138,0.065776391672781
2,0.4092592592592592,0.5163299663299663,0.0378774385700799
1,0.352020202020202,0.4461279461279461,0.06315266202017
0,0.298989898989899,0.3124579124579124,0.063978543554699
2,0.4409090909090909,0.5648148148148148,0.054706969690471
1,0.3996632996632996,0.5042087542087542,0.0663520670619993
0,0.2584175084175084,0.2774410774410774,0.0633808748852825
2,0.4304713804713804,0.5252525252525253,0.0541347676150328
1,0.3649831649831649,0.4681818181818182,0.0663052012161293
0,0.285016835016835,0.2771043771043771,0.0637567559220756
2,0.389057239057239,0.5018518518518519,0.0559706967952619
1,0.3567340067340067,0.4606060606060606,0.0664826110071547
0,0.2735690235690236,0.2755892255892256,0.0647153786481167
2,0.4306397306397306,0.5314814814814814,0.0498163889213523
1,0.3747474747474748,0.4946127946127946,0.0677074996777686
0,0.2703703703703703,0.284006734006734,0.0636402002434853
2,0.4026936026936027,0.5239057239057239,0.0545974943793476
1,0.347979797979798,0.4632996632996633,0.0712418028916071
0,0.2912457912457912,0.3072390572390572,0.0644457988295419
2,0.4297979797979798,0.5447811447811448,0.0479927608349607
1,0.3691919191919192,0.4464646464646464,0.0651859595749666
0,0.2797979797979798,0.2929292929292929,0.0629663289149108
2,0.4245791245791245,0.5513468013468014,0.0382066112157241
1,0.4080808080808081,0.5193602693602694,0.0714114833338646
0,0.2861952861952861,0.2777777777777778,0.0650666093662196
2,0.4335016835016835,0.5496632996632996,0.0559287938499429
1,0.3914141414141414,0.5109427609427609,0.0726972725143123
0,0.2781144781144781,0.2878787878787879,0.0641897159097567
2,0.4227272727272727,0.5318181818181819,0.0648528356138173
1,0.3720538720538721,0.4558922558922559,0.0668778553485976
0,0.2843434343434343,0.2861952861952861,0.0633074199155528
2,0.4457912457912458,0.5585858585858586,0.037558091764684
1,0.4161616161616162,0.5193602693602694,0.0650606965497268
0,0.2705387205387205,0.2882154882154882,0.0634479188553816
2,0.4388888888888889,0.5675084175084175,0.0347833592828435
1,0.3974747474747475,0.5112794612794613,0.0673384996491681
0,0.2632996632996633,0.2848484848484848,0.0655775231906406
2,0.3888888888888889,0.4774410774410774,0.062570581546791
1,0.3503367003367003,0.437037037037037,0.0713521517932309
0,0.2993265993265993,0.296969696969697,0.0652387256256005
2,0.4419191919191919,0.5631313131313131,0.0576237812175102
1,0.381986531986532,0.5025252525252525,0.0715144640149062
0,0.2944444444444444,0.2833333333333333,0.0639470384107178
2,0.4262626262626263,0.5311447811447811,0.0588086486974363
1,0.3419191919191919,0.4473063973063973,0.069615935413812
0,0.2755892255892256,0.2914141414141414,0.0629806816048562
