mode,KNN,KNN select,Linear,Linear select,MLP,MLP select,NB,NB select,n_bn_layers,probed
plain,0.30404040404040406,0.30808080808080807,0.4717171717171717,0.47003367003367,0.4858585858585859,0.4898989898989899,0.38013468013468016,0.37542087542087543,31,2026-09-11 17:31:43
adabn,0.30067340067340065,0.3181818181818182,0.4713804713804714,0.4713804713804714,0.4888888888888889,0.4882154882154882,0.37272727272727274,0.37373737373737376,31,2026-09-11 17:31:43
